Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Customer_Register/input_Company Name""), company_name)",Chrome 131.0.0.0,,,23-11-2024 20:47:20,23-11-2024 20:47:21,0.708s,PASSED
"setText(findTestObject(""Customer_Register/input_Email Address""), email_address)",Chrome 131.0.0.0,,,23-11-2024 20:47:21,23-11-2024 20:47:22,0.699s,PASSED
"setText(findTestObject(""Customer_Register/input_Phone Number""), phone_number)",Chrome 131.0.0.0,,,23-11-2024 20:47:22,23-11-2024 20:47:22,0.868s,PASSED
"setText(findTestObject(""Customer_Register/textarea_Address""), address)",Chrome 131.0.0.0,,,23-11-2024 20:47:22,23-11-2024 20:47:23,0.697s,PASSED
"setText(findTestObject(""Customer_Register/input_Country""), country)",Chrome 131.0.0.0,,,23-11-2024 20:47:23,23-11-2024 20:47:24,0.708s,PASSED
"setText(findTestObject(""Customer_Register/input_City""), city)",Chrome 131.0.0.0,,,23-11-2024 20:47:24,23-11-2024 20:47:24,0.677s,PASSED
"setText(findTestObject(""Customer_Register/input_State""), state)",Chrome 131.0.0.0,,,23-11-2024 20:47:24,23-11-2024 20:47:25,0.678s,PASSED
"setText(findTestObject(""Customer_Register/input_Zip Code""), zip_code)",Chrome 131.0.0.0,,,23-11-2024 20:47:25,23-11-2024 20:47:26,0.653s,PASSED
"setText(findTestObject(""Customer_Register/input_Password""), password)",Chrome 131.0.0.0,,,23-11-2024 20:47:26,23-11-2024 20:47:27,1.080s,PASSED
"setText(findTestObject(""Customer_Register/input_Retype Password""), repassword)",Chrome 131.0.0.0,,,23-11-2024 20:47:27,23-11-2024 20:47:28,0.707s,PASSED
"click(findTestObject(""Customer_Register/btn_Register_form1""))",Chrome 131.0.0.0,,,23-11-2024 20:47:28,23-11-2024 20:47:34,6.209s,PASSED
"messagePresent = waitForElementPresent(findTestObject(""Customer_Register/div_Message Present""), 1)",Chrome 131.0.0.0,,,23-11-2024 20:47:34,23-11-2024 20:47:34,0.391s,PASSED
if (messagePresent),Chrome 131.0.0.0,,,23-11-2024 20:47:34,23-11-2024 20:47:34,0.285s,PASSED
delay(1),Chrome 131.0.0.0,,,23-11-2024 20:47:34,23-11-2024 20:47:36,1.016s,PASSED
closeBrowser(),Chrome 131.0.0.0,,,23-11-2024 20:47:36,23-11-2024 20:47:36,0.199s,PASSED
Start listener action : sampleAfterTestCase,Chrome 131.0.0.0,,,23-11-2024 20:47:36,23-11-2024 20:47:36,0.002s,PASSED
